Product Name,Category,Quantity,Original Price (Rs.),Discount,Discounted Price (Rs.)
Roasted Almond Ice Cream,Deals of the Week,1 L - Tub,330.0,0% off,330.0
Gooey Chocolate Cake,Deals of the Week,400 g,682.8,20% OFF,569.0
Strawberry Milkshake,Deals of the Week,250 ml,52.8,20% OFF,44.0
Processed Cheese Block - Made from Cow's Milk,Deals of the Week,400 g - Carton,308.0,₹10 OFF,280.0
Khatai - Badam,Deals of the Week,300 g,192.20999999999998,29% OFF,149.0
Cheese Spread - Jalapeno,Deals of the Week,200 g - Tub,112.86,14% OFF,99.0
Pizza Cheese Blend - Diced,Deals of the Week,500 g - Pouch,403.56,₹18 OFF,342.0
Raspberry Mousse,Deals of the Week,90 g,192.5,₹10 OFF,175.0
Mango Mousse,Deals of the Week,90 g,157.07999999999998,32% OFF,119.0
Black Forest Cake,Deals of the Week,350 g,538.8,20% OFF,449.0
Chocolate Cheese Cake - Eggless,Deals of the Week,200 g,420.03,17% OFF,359.0
Pizza Cheese Block - Made from Cow's Milk,Deals of the Week,1 kg - Carton,540.0,0% off,540.0
Plant-Based Dairy Alternative,Deals of the Week,1 L,,0% off,
Butterscotch Ice Cream,Deals of the Week,1 L - Tub,260.0,0% off,260.0
Italian Tiramisu Cake,Deals of the Week,400 g,783.0,16% OFF,675.0
Cookies - Nuts & Berry,Deals of the Week,300 g,192.20999999999998,29% OFF,149.0
Belgium Chocolate Truffle Cake,Deals of the Week,400 g,724.79,21% OFF,599.0
Banana Toffee,Deals of the Week,90 g,157.07999999999998,32% OFF,119.0
Cheese Spread - Four Pepper,Deals of the Week,200 g - Tub,112.86,14% OFF,99.0
Processed Cheese Cubes - Made from Cow's Milk,Deals of the Week,200 g - Carton,144.9,26% OFF,115.0
Choco Banana Milkshake,Deals of the Week,250 ml,52.8,20% OFF,44.0
Almond Drink,Deals of the Week,200 ml,68.31,10% OFF,62.1
"Rich Creme Hair Colour - Natural Brown, Long-Lasting, 100% Grey Coverage, No Ammonia",Deals of the Week,2 shades,14.9625,5% OFF,14.25
Sensitive Everyday Protection Anticavity Toothpaste,Deals of the Week,40 g,89.1,10% OFF,81.0
Germ Fighter Handwash Refill Pack - Lime & Eucalyptus,Deals of the Week,1.5 L,199.0,0% off,199.0
"Cool Menthol + Active Deo Fragrance Soap, 99.9% Germ Protection",Deals of the Week,100 g - Carton,45.0,0% off,45.0
"Pure Hair Removal Cream - For Women, With No Ammonia Smell, Sensitive Skin",Deals of the Week,50 g,138.51,₹14 OFF,121.5
"Anti-Dandruff Solutions Dandruff Care Shampoo, Clinically Proven",Deals of the Week,80 ml,71.74080000000001,6% OFF,67.68
"Advansed Jasmine Coconut Hair Oil With Vitamin E - Non-Sticky, For Healthy Shiny Hair",Deals of the Week,190 ml,84.0,0% off,84.0
"Aloe Vera Gel Body Lotion - Soothing Care, Provides 24H Hydration, Non-Sticky",Deals of the Week,75 ml,129.0,0% off,129.0
Hairfall Defense + Shampoo,Deals of the Week,85 ml - Bottle,80.0,0% off,80.0
Milk Delights Women Face Wash With Turmeric For Acne Prone Skin,Deals of the Week,100 ml,230.0,0% off,230.0
Royal Sandal Bathing Soap With 100% Sandalwood Oil,Deals of the Week,75 gm,40.0,0% off,40.0
"Nityam Ayurvedic Vati Laxative Tablets - 3 In 1 Benefit, Overnight Relief, No Abdominal Cramps",Deals of the Week,30 pcs,110.0,0% off,110.0
Oil Clear Gentle Daily Cleansing Facewash For Oil Free Matte LooK,Deals of the Week,60 g,160.0,0% off,160.0
Natural Glow Kesar Face Wash,Deals of the Week,50 ml,69.552,8% OFF,64.4
Milk Delights Face Wash With Honey For Dry Skin,Deals of the Week,50 ml,99.0,0% off,99.0
"Body Spray Deodorant For Men - Intense, Dual Action Technology, Strong Woody Fragrance",Deals of the Week,215 ml,318.5,30% OFF,245.0
Luxury Ayurvedic Soap - Tulsi & Triphala,Deals of the Week,125 g,198.66000000000003,54% OFF,129.0
Morning Energy Berry Blast Face Wash,Deals of the Week,150 ml,291.51,₹23 OFF,237.0
"Sanitary Pads - Advanced Xl Soft Ultra-Thin, with Wings",Deals of the Week,7 Pads,94.9145,3% OFF,92.15
Instant Brightness Cream 2X Sun Protection,Deals of the Week,50 g,175.0,0% off,175.0
Gentle & Effective Chewable Antacid Tablet - Zesty Orange Flavour,Deals of the Week,10 pcs,69.3,10% OFF,63.0
"Women Deodorant, Protect & Care, Non-Irritating & 48h Protection With Creme Fragrance",Deals of the Week,150 ml,285.0,0% off,285.0
Styling Hair Gel for Men - Party Shine,Deals of the Week,100 gm,94.71000000000001,23% OFF,77.0
ZzzQuil Natura Non Addictive Sleep Aid Gummy - Melatonin Helps You Fall Asleep Fast,Deals of the Week,24 pcs,420.9375,25% OFF,336.75
"Nourishing Non-sticky Hair Oil - Reduces Hair Breakage, With Goodness of Coconut Oil, 100% Pure",Deals of the Week,100 ml - Bottle,57.0,0% off,57.0
"Non-Sticky Dry Fruit Hair Oil - For Strong & Silky Hair, Goodness of Walnut & Almond, Vitamin E & Vitamin B5",Deals of the Week,300 ml,191.04,20% OFF,159.2
"Ayurvedic Cough Syrup - Strong, Non-Drowsy, Helps Relief From All Types Of Cough",Deals of the Week,100 ml,110.0,0% off,110.0
Sandal Radiance Talc,Deals of the Week,100 g,135.0,0% off,135.0
"Gentle Exfoliating Face Scrub - Walnut & Apple, Removes Dead Skin Cells, No Harmful Chemicals, 100% Herbal Actives",Deals of the Week,100 g,155.17,18% OFF,131.5
"Light Moisturiser - With Vitamin E & Glycerine, For Non-Oily Fresh Feel",Deals of the Week,25 ml,49.0,0% off,49.0
"ImmunoCold - Daily Multi Vitamin Tablets, Supports Immune Health",Deals of the Week,30 pcs,300.0,0% off,300.0
Oil Clear Lemon Face Wash,Deals of the Week,100 ml,136.8,14% OFF,120.0
Romantic Perfumed Bar Soap for Women,Deals of the Week,75  gm,56.0,0% off,56.0
Organic Giloy Powder,Deals of the Week,100 g,73.99000000000001,51% OFF,49.0
Peach Milk Ultra-Light Gel,Deals of the Week,50g,120.0,0% off,120.0
"Red Onion Black Seed Oil Hair Conditioner - Strengthen, Soften & Restore Shine",Deals of the Week,100 ml,132.145,₹7 OFF,123.5
"Women Deodorant Roll On - Protect & Care, Non-Irritating & 48h Protection",Deals of the Week,50 ml,249.0,0% off,249.0
"Body Ice Cream - Keeps Your Skin Fresh & Hydrated, Instant Cooling",Deals of the Week,165 g,245.0,0% off,245.0
"Aqua Gel - Naturale Aloe, 9 to 5",Deals of the Week,50 g,200.0,0% off,200.0
Germ Expert Prickly Heat Powder - Cool Gulabjal,Deals of the Week,400 g,246.4,12% OFF,220.0
"Advansed Jasmine Gold Coconut Hair Oil With 8x Vitamin E - Non-Sticky, For Super Shiny Hair",Deals of the Week,190 ml,104.7375,₹5 OFF,99.75
Gentle & Effective Chewable Antacid Tablet - Tangy Lemon Flavour,Deals of the Week,30 pcs,191.16,₹18 OFF,162.0
Brahmi - Tablets (Wellness),Deals of the Week,60 pcs - Bottle,220.0,0% off,220.0
Organic Tulsi Powder,Deals of the Week,100 g,97.98,42% OFF,69.0
Lather Shaving Cream - Denim,Deals of the Week,30 g - Carton,42.24,20% OFF,35.2
"Vigorex Max Capsules - Ayurvedic, Daily Energizer",Deals of the Week,20 pcs,600.0,0% off,600.0
"Hair Loss Control Therapy Shampoo - Repairing & Reviving Care, pH Balanced",Deals of the Week,100 ml,132.145,₹7 OFF,123.5
Intense Oil Clear Lemon Face Wash,Deals of the Week,50 ml,97.5744,12% OFF,87.12
"Onion Black Seed Hair Oil - With Comb Applicator, Controls Hair Fall, No Mineral Oil, Silicones",Deals of the Week,200 ml,502.82910000000004,29% OFF,389.79
"Pro Protect Pro Collection Shampoo - Moroccan & Argan Oil, Sulphate Free",Deals of the Week,580 ml,840.65,15% OFF,731.0
"Ayurvedic Onion Oil - With 21 Herbs, Reduces Hairfall & Grows New Hair, Treats Dry Scalp/Dandruff",Deals of the Week,100 ml,300.0,0% off,300.0
ProClinical 150 Charcoal Sonic - Electric Toothbrush With Replaceable Brush Head,Deals of the Week,1 pc,959.0400000000001,20% OFF,799.2
"Chyavanprash Avaleha with Jaggery/Gur, Ayurvedic Immunity Booster, Rich in Vitamins & Micro-Nutrients",Deals of the Week,450 g,165.0,0% off,165.0
"Brightening Gel Face Wash - With 100% Natural Extracts Of Kesar & Roman Chamomile Essential Oil, Suits All Skin Types",Deals of the Week,100 ml,292.27250000000004,15% OFF,254.15
"Brightening Souffle Face Scrub - Unique Blend Of Kesar & Roman Chamomile Essential Oil, Suits All Skin Types",Deals of the Week,90 ml,585.5224999999999,15% OFF,509.15
"Brightening Foam Facewash - Unique Blend Of Kesar & Roman Chamomile Essential Oil, Suits All Skin Types",Deals of the Week,100 ml,415.4375,15% OFF,361.25
Organic Ashwagandha Powder,Deals of the Week,100 g,174.15,35% OFF,129.0
Green Tea Face Wash Gel - Purify Skin & Fights Signs Of Aging,Deals of the Week,100 ml - Tube,274.896,₹20 OFF,229.08
"Absolute Matte Revolution Lip Color - 104, Blushing Red",Deals of the Week,19 shades,800.0,0% off,800.0
Glycerin Bathing Bar - With Almond Oil & Vitamin E,Deals of the Week,1.125 kg - (9 pcs x 125 g each),750.0,0% off,750.0
StriVeda Satavari Lactation Supplement - For Breast-Feeding Mothers,Deals of the Week,210 g,265.0,0% off,265.0
"Onion Black Seed Hair Serum - Protects Dry, Dull Hair",Deals of the Week,100 ml,493.8023999999999,₹36 OFF,363.09
"Hydrating Delight Body Wash - Sulphate Free, Enriched With Pro-Vit B5 and Rose Water",Deals of the Week,250 ml,200.0,0% off,200.0
"Anti Acne Purifying Foam Facewash - Unique Blend Of Tulsi & Lemongrass Essential Oil, Suits All Skin Types",Deals of the Week,100 ml,415.4375,15% OFF,361.25
Absolute Youth Infinity Serum - Firms & Brightens Skin,Deals of the Week,15 ml,592.5625,₹25 OFF,474.05
Orange Peppermint Exotic Handmade Soap For Healthy Looking Skin,Deals of the Week,150 g,291.33,17% OFF,249.0
"Apple Cider Vinegar Face Wash - Aloe Leaf Extract, Cleanses Gently, No Parabens & Sulphate",Deals of the Week,100 ml - Tube,274.896,₹20 OFF,229.08
Sona Chandi Chyawanplus Ayurvedic Immunity Booster - Improves Memory & Learning Ability,Deals of the Week,"450 g - (Get free BoroPlus Antiseptic Cream, 19 ml)",220.0,0% off,220.0
Keratin Repair Protein Bond Plex Hair Strength Shampoo - Nourishing,Deals of the Week,185 ml,256.0,0% off,256.0
360 Degree Visible White Medium Bristle Toothbrush,Deals of the Week,1 pc,95.0,0% off,95.0
"Smooth & Silky 2 in 1 Anti-Dandruff Shampoo + Conditioner, Upto 100% Dandruff Free",Deals of the Week,650 ml,2283.057,₹117 OFF,1052.1
"Activated Charcoal Foaming Face Wash - Tea Tree Oil, Built-In Face Brush for Deep Cleansing, No Parabens & Sulphate",Deals of the Week,150 ml,389.85,15% OFF,339.0
"Hydrating Foam Facewash - Unique Blend Of Multani Mitti & Lavender Essential Oil, Suits All Skin Types",Deals of the Week,100 ml,415.4375,15% OFF,361.25
"Active Protect 2 in 1 Anti-Dandruff Shampoo + Conditioner, Upto 100% Dandruff Free",Deals of the Week,650 ml,2283.057,₹117 OFF,1052.1
"Cool Menthol 2 in 1 Anti-Dandruff Shampoo + Conditioner, Upto 100% Dandruff Free",Deals of the Week,650 ml,2283.057,₹117 OFF,1052.1
"Organic Alfalfa Powder - Boosts Immunity, Aids Detox",Deals of the Week,75 g,174.15,35% OFF,129.0
Idly & Dosa Batter,Big Pack Big Discount,1 kg,84.966,2% OFF,83.3
Frozen Green Peas,Big Pack Big Discount,1 Kg - Slider Zip Standy Pouch,232.83,17% OFF,199.0
Masters Blend Tea- Rich Taste,Big Pack Big Discount,1 kg,687.5699999999999,29% OFF,533.0
Gingelly/Sesame Cooking Oil,Big Pack Big Discount,1 L - Spout Pack,567.92,24% OFF,458.0
Frozen Sweet Corn,Big Pack Big Discount,1 kg - Pouch,187.74,26% OFF,149.0
Classic Corn Flakes,Big Pack Big Discount,900 g,273.8,48% OFF,185.0
Honey - Zero Adulteration,Big Pack Big Discount,1 kg,394.8,41% OFF,280.0
"Oats - Natural Wholegrain, Nutritious Breakfast Cereals, Poha, Easy To Cook",Big Pack Big Discount,1 kg,186.25,25% OFF,149.0
Cow Desi Ghee/Tuppa,Big Pack Big Discount,1 L,1127.44,36% OFF,829.0
Cold Pressed Kachi Ghani Mustard Cooking Oil,Big Pack Big Discount,1 L - Spout Pack,325.28,52% OFF,214.0
Desi White Ghee,Big Pack Big Discount,1 L,266.71000000000004,79% OFF,149.0
Organic Cold Pressed Sunflower Cooking Oil,Big Pack Big Discount,1 L - Spout Pack,411.51,29% OFF,319.0
Kadak Tea,Big Pack Big Discount,1 kg,506.52,34% OFF,378.0
Pure Ghee/Tuppa,Big Pack Big Discount,1 L,789.87,13% OFF,699.0
Organic Cold Pressed Groundnut Cooking Oil,Big Pack Big Discount,1 L - Spout Pack,440.1,35% OFF,326.0
Premium Tea With 20% Extra Long Leaf,Big Pack Big Discount,1 kg,569.4,30% OFF,438.0
Vermicelli,Big Pack Big Discount,2x400 g - Multipack,86.31,37% OFF,63.0
Roasted Vermicelli,Big Pack Big Discount,2x400 g - Multipack,98.34,49% OFF,66.0
Elbow Macaroni,Big Pack Big Discount,2x400 g - Multipack,102.12,38% OFF,74.0
Choco Flakes,Big Pack Big Discount,2x375 g - Multipack,322.89,41% OFF,229.0
Muesli With 20% Nuts Delight,Big Pack Big Discount,2x500 g - Multipack,340.28999999999996,71% OFF,199.0
Muesli Breakfast Cereal - With Multigrain & 21% Fruit & Nut,Big Pack Big Discount,2x500 g - Multipack,587.73,43% OFF,411.0
Namkeen - Handmade Bhujia Sev,Big Pack Big Discount,3x150 g - Multipack,138.375,23% OFF,112.5
Namkeen - Khatta Meetha,Big Pack Big Discount,3x150 g - Multipack,136.32,28% OFF,106.5
Namkeen - Moong Dal,Big Pack Big Discount,3x150 g - Multipack,142.68,16% OFF,123.0
Namkeen - Aloo Bhujia,Big Pack Big Discount,3x150 g - Multipack,137.64,24% OFF,111.0
Namkeen - All In One Mixture,Big Pack Big Discount,3x150 g - Multipack,135.45,29% OFF,105.0
Namkeen - Tasty Nut Masala Coated,Big Pack Big Discount,3x150 g - Multipack,137.16,27% OFF,108.0
"Tender Coconut Water - No Added Sugar, Flavours",Big Pack Big Discount,4x200 ml - (Multipack),192.304,19% OFF,161.6
Green Chilli Sauce,Big Pack Big Discount,3x200 g - (Multipack),167.04000000000002,28% OFF,130.5
Red Chilli Sauce,Big Pack Big Discount,3x200 g - (Multipack),167.04000000000002,28% OFF,130.5
Soya Sauce,Big Pack Big Discount,3x210 g - (Multipack),168.21,26% OFF,133.5
Vinegar,Big Pack Big Discount,3x175 g - (Multipack),136.5,30% OFF,105.0
Tender Coconut Water With Pulpy Malai,Big Pack Big Discount,4x200 ml - Multipack,222.25,27% OFF,175.0
Cornflakes With Real Almond & Honey,Big Pack Big Discount,2x650 g - (Multipack),720.0,0% off,720.0
"Choco Fills - Double Chocolaty, Multigrain, Anytime Snack",Big Pack Big Discount,2x250 g - Multipack,339.81,41% OFF,241.0
Chaat Papdi - Crispy,Big Pack Big Discount,2x150 g - Multipack,177.12,44% OFF,123.0
Karampusa/Spicy Sev - Crispy,Big Pack Big Discount,2x150 g - Multipack,165.39,49% OFF,111.0
Misal Farsan/All In One Mixture - Crispy,Big Pack Big Discount,2x150 g - Multipack,183.4,40% OFF,131.0
Besan Ganthia,Big Pack Big Discount,2x150 g - Multipack,177.12,44% OFF,123.0
Bilona Cow Ghee - 100% Pure & Natural Desi Ghee,Big Pack Big Discount,1 L - Glass Jar,2437.9632,₹104 OFF,1195.08
"Marvella - Layered Chocolate Cake, Perfect Sweet Treat",Big Pack Big Discount,500 g - (25 pcs),250.0,0% off,250.0
Himalayan Salt Caramel Gourmet Popcorn,Big Pack Big Discount,125 g - Tin,216.0,₹20 OFF,180.0
American Style Cream & Onion Potato Chips,Big Pack Big Discount,70 g,30.0,0% off,30.0
"Kerala Banana Chips - Original Style, Thin & Crispy, Delicious",Big Pack Big Discount,125 g,95.0,0% off,95.0
"Rolled Oats - Gluten Free, High Protein & Fibre",Big Pack Big Discount,1 kg - (Matt Pouch),356.44,33% OFF,268.0
Nutty Tuxedo Chocolate Gourmet Popcorn,Big Pack Big Discount,150 g - Tin,249.075,₹23 OFF,202.5
Classic Salted Flavour Potato Chips,Big Pack Big Discount,70 g,30.0,0% off,30.0
"Kerala Banana Chips - Peri Peri Flavour, Thin & Crispy, Zero Cholesterol",Big Pack Big Discount,125 g,95.0,0% off,95.0
"Quinoa - 100% Wholegrain, High Protein Breakfast Cereal, Gluten Free, Diet Food",Big Pack Big Discount,1 kg,518.375,45% OFF,357.5
Gourmet Popcorn - Himalayan Salt Caramel,Big Pack Big Discount,125 g,98.00999999999999,10% OFF,89.1
Indian Masala Flavour Potato Chips,Big Pack Big Discount,70 g,30.0,0% off,30.0
"Kerala Banana Chips - Sour Cream Onion & Parsley, Thin & Crispy, Zero Cholesterol",Big Pack Big Discount,125 g,95.0,0% off,95.0
"Organic Brown Sugar, 1kg - Natural & Refined Cane Sugar - Premium Quality - Rich in Minerals",Big Pack Big Discount,1 kg,167.04,₹16 OFF,144.0
"Gluten Free Steel Cut Oats - Rich In Iron & Fibre, 100% Wholegrain",Big Pack Big Discount,1 kg - Pouch,391.0,15% OFF,340.0
"CrÃƒÂ¨me Cups - Chocolate Flavoured Cup Cake, With Delicious Creamy Center",Big Pack Big Discount,120 g - (6 packs),90.0,0% off,90.0
Instant Popcorn - Natural Healthy,Big Pack Big Discount,90 g,29.925,5% OFF,28.5
Chili Chataka Flavour Veggie Stix Namkeen,Big Pack Big Discount,75 g,34.8285,7% OFF,32.55
Sour Cream & Onion Flavour Veggie Stix Namkeen,Big Pack Big Discount,75 g,34.8285,7% OFF,32.55
"Kerala Banana Chips - Salt & Pepper, Savoury & Crispy, Zero Cholesterol",Big Pack Big Discount,125 g,95.0,0% off,95.0
Rock Salt 1Kg - Sendha Namak for a Healthy Life,Big Pack Big Discount,1 kg,120.96,₹12 OFF,108.0
"Raw Chia Seeds - May Help In Weight Loss, Rich In Omega 3, Zinc & Fibre",Big Pack Big Discount,1 kg,1069.32,33% OFF,804.0
Instant Popcorn - Butter,Big Pack Big Discount,90 g,29.7,10% OFF,27.0
Dahi Papdi Chaat Flavour Multigrain Chips,Big Pack Big Discount,75 g,34.2125,15% OFF,29.75
Whole Wheat Atta,Big Pack Big Discount,1 kg,61.6962,7% OFF,57.66
Makka Popcorn - Corn Kernels,Big Pack Big Discount,200 g,39.9,5% OFF,38.0
No Added Sugar Muesli With Real Fruits & Nuts - High Protein Breakfast,Big Pack Big Discount,1 kg - Bottle,891.3375,₹35 OFF,660.25
Fruit & Nut Muesli - Rich In Protein & Fiber,Big Pack Big Discount,1 kg - Matt Pouch,667.2,20% OFF,556.0
"Superior Healthy Black Rice - Packed With Nutrients, Rich Flavour & Taste",Big Pack Big Discount,1 kg,440.64,₹36 OFF,324.0
"Seeds & Berries Muesli - High Fibre & Protein, Ready To Eat Healthy Breakfast",Big Pack Big Discount,1 kg,571.2,20% OFF,476.0
"Superior Healthy Brown Rice - Packed With Nutrients, Rich Nutty Flavour",Big Pack Big Discount,1 kg,155.25,₹15 OFF,135.0
"Cranberry & Blueberry Muesli - Fibre Rich, Wholegrain Breakfast Cereal",Big Pack Big Discount,1 kg - Bottle,674.9145000000001,17% OFF,576.85
"Red Rice - Superior & Healthy, Rich Nutty Flavour, Packed With Nutrients",Big Pack Big Discount,1 kg,143.64,₹14 OFF,126.0
Indian Masala Flavour Potato Chips,Big Pack Big Discount,92 g,61.425,35% OFF,45.5
"Sona Masuri Super Quality Steam Rice - Light Weight, Easy To Digest",Big Pack Big Discount,1 kg,74.8125,5% OFF,71.25
Whole Oatmeal With Chia & Real Fruits - High Protein & Fibre,Big Pack Big Discount,1 kg,856.8,₹60 OFF,535.5
Munchy Masala Flavour Karare Namkeen,Big Pack Big Discount,70 g,19.902,7% OFF,18.6
"Chatpati Muesli - Wholegrain Snack, Rich In Plant Protein",Big Pack Big Discount,1 kg,672.482,18% OFF,569.9
Chilli Achari Flavour Karare Namkeen,Big Pack Big Discount,70 g,19.902,7% OFF,18.6
"Multigrain Oatmeal - High Protein & Fibre, No Added Sugar",Big Pack Big Discount,1 kg,891.3375,₹35 OFF,660.25
Noodle Masala Flavour Karare Namkeen,Big Pack Big Discount,70 g,19.95,5% OFF,19.0
"Crunchy Nuts & Berries Muesli - Almonds & Cranberries, Rich In Fibre",Big Pack Big Discount,1 kg,891.3375,₹35 OFF,660.25
"Ojasvita Chocolate Powder, 1Kg - Drink Mix for Sharp Mind & Healthy Body",Big Pack Big Discount,1 kg - Tin,824.76,₹58 OFF,522.0
2-Minute Instant Noodles - Masala,Big Pack Big Discount,840 g - (12 Packs x 70 g),172.8,₹8 OFF,160.0
"Tomato Ketchup - Classic Blend, Rich & Thick Condiment",Big Pack Big Discount,900 g - Spout Pouch,117.48,32% OFF,89.0
"Assam Teas With Gently Rolled Aromatic Long Leaves, Rich & Aromatic Chai, Black Tea",Big Pack Big Discount,500 g,240.0,20% OFF,200.0
Tea,Big Pack Big Discount,1. 5 kg,632.28,32% OFF,479.0
Instant Coffee,Big Pack Big Discount,200 g - Pouch,453.37600000000003,12% OFF,404.8
Tea,Big Pack Big Discount,500 g,335.0,0% off,335.0
Classic Instant Soluble Coffee Powder,Big Pack Big Discount,90 g - Jar,396.0,₹20 OFF,330.0
Premium Leaf Tea - Strong & Refreshing,Big Pack Big Discount,1 kg - Pouch,609.84,₹26 OFF,484.0
Coffee Powder Speciality Blend,Big Pack Big Discount,500 g - Pouch,310.0,0% off,310.0
Tea,Big Pack Big Discount,1 Kg,593.45,10% OFF,539.5
Magic Masala Instant Noodles,Big Pack Big Discount,720 g - (Pack of 12),176.904,₹17 OFF,151.2
100% Pure Honey - Worlds No. 1 Honey Brand With No Sugar Adulteration,Big Pack Big Discount,1 Kg,468.15999999999997,12% OFF,418.0
"Honey Active - From Sundarban Forest, 100% Pure, No Sugar Adulteration",Big Pack Big Discount,1 kg - Jar,483.8625,15% OFF,420.75
"Chocolate Flavoured Syrup - 40% More Chocolaty, Rich Taste, Thick Texture",Big Pack Big Discount,600 g,206.25,25% OFF,165.0
2-Minute Instant Noodles - Special Masala,Big Pack Big Discount,840 g - Pouch,213.12,11% OFF,192.0
Tomato Ketchup - Sweet & Spicy,Big Pack Big Discount,900 g - Spout,138.51,₹14 OFF,121.5
Chef'S Special - Tomato Ketchup  (No Onion No Garlic),Big Pack Big Discount,900 g - 1,120.696,₹7 OFF,112.8
Mustard Kasundi,Big Pack Big Discount,700 g,94.05,10% OFF,85.5
Tomato Ketchup - Original Blend,Big Pack Big Discount,1 Kg - Glass Bottle,144.0,20% OFF,120.0
Sauce - Soya,Big Pack Big Discount,700 g,83.0875,15% OFF,72.25
